true_class,evidence_set_network__ACC,evidence_set_network__BLCA,evidence_set_network__BRCA,evidence_set_network__CESC,evidence_set_network__COAD,evidence_set_network__DLBC,evidence_set_network__GBMLGG,evidence_set_network__HNSC,evidence_set_network__KIPAN,evidence_set_network__KIRC,evidence_set_network__LAML,evidence_set_network__LGG,evidence_set_network__LIHC,evidence_set_network__LUAD,evidence_set_network__LUSC,evidence_set_network__OV,evidence_set_network__PAAD,evidence_set_network__PCPG,evidence_set_network__PRAD,evidence_set_network__SARC,evidence_set_network__SKCM,evidence_set_network__STES,evidence_set_network__TGCT,evidence_set_network__THCA,evidence_set_network__THYM,evidence_set_network__UCEC
PAAD,0.02133867,0.050502274,0.043606147,0.06085714,0.019315438,0.029564885,0.038059503,0.072030425,0.05074526,0.03188804,0.014374523,0.020163912,0.077930965,0.05735843,0.0459686,0.01960684,0.027329018,0.02793247,0.020975515,0.035218295,0.12385497,0.022604907,0.033903096,0.0070460415,0.03332012,0.014504561
LUAD,0.017509533,0.060121015,0.018871734,0.06986802,0.055167478,0.059463073,0.010718192,0.100258425,0.010072119,0.010123403,0.0030379833,0.0072589586,0.057122033,0.09817131,0.1844491,0.010603911,0.04191799,0.0049717478,0.0045446036,0.019198997,0.09344723,0.023202801,0.01435375,0.0014530704,0.005002023,0.019091556
BRCA,0.007597301,0.009093156,0.75439143,0.004985381,0.00878258,0.0045642443,0.008113253,0.0043736985,0.02271889,0.010062989,0.00876602,0.0069620414,0.010535337,0.005701093,0.016232893,0.0112637915,0.005460867,0.010796496,0.0061262343,0.007676098,0.044210907,0.0041683824,0.01075425,0.005176161,0.00847501,0.0030114045
COAD,0.0013431099,0.018943144,0.0004929099,0.0004288011,0.93045384,0.0009646397,0.00044837734,0.001694744,8.373321e-05,6.1455845e-05,0.00044663524,0.0006090983,0.00291723,0.0025054242,0.0061060814,0.0020166275,0.0017883768,9.387956e-05,0.0001405581,0.0014971619,0.0035430486,0.008095233,0.00024405768,4.4192017e-05,0.0003164757,0.014721068
LIHC,0.038726978,0.045713898,0.018328711,0.028757928,0.035418123,0.03140351,0.006298259,0.015198768,0.03361947,0.026735405,0.010858401,0.009179883,0.3464254,0.04009427,0.031632118,0.008780008,0.029972859,0.011869732,0.015021539,0.014200839,0.026035363,0.021394448,0.025461145,0.0064862813,0.03574536,0.08664128
KIPAN,0.029827096,0.04780243,0.042250056,0.04136596,0.035113934,0.016905801,0.06590024,0.035822496,0.056524158,0.021494307,0.03853877,0.046009433,0.048131958,0.03726187,0.035305418,0.051029608,0.034684602,0.05269768,0.05424646,0.0466977,0.013255526,0.010613841,0.054500494,0.036327306,0.03846965,0.009223118
GBMLGG,0.004960693,0.011949121,0.017306967,0.0047665862,0.0038691233,0.0037745533,0.49965215,0.0050294055,0.0069347867,0.0025769619,0.0066988426,0.24015254,0.0100317765,0.0057826387,0.007745885,0.08686356,0.007846199,0.0036248271,0.006505211,0.019415986,0.022135837,0.007408129,0.003209371,0.004583085,0.003808733,0.0033670166
LAML,0.01215347,0.036570743,0.04836577,0.019716475,0.0012972017,0.0058370787,0.02794011,0.069963634,0.0675989,0.034275632,0.0651204,0.053124484,0.06449027,0.0015314706,0.002859407,0.061084587,0.0041178395,0.0714444,0.04864874,0.042035062,0.026075577,0.0074003795,0.08592346,0.043703247,0.09661799,0.0021037103
LUAD,0.017765155,0.041345827,0.004682542,0.021284824,0.035616398,0.115330644,0.0010028343,0.06397769,0.0007789458,0.0011365649,0.0001691306,0.00023357656,0.023678526,0.074966,0.05967366,0.00080773805,0.02378672,0.00021361493,0.0011132974,0.0011937412,0.31564808,0.103083685,0.0038199574,6.4361407e-06,0.0018411623,0.08684319
KIPAN,0.13069867,0.09476822,0.014538973,0.056414187,0.06408713,0.3190933,0.0010651227,0.046809454,0.0059730136,0.0036621923,0.00089406484,0.0008926829,0.010537422,0.03683139,0.030013612,0.005266614,0.007476128,0.004240306,0.0017648881,0.0065890932,0.094144605,0.01888943,0.010668397,0.0005624103,0.00425145,0.029867234
BRCA,0.02934127,0.079834126,0.09922088,0.11918285,0.07876843,0.031129533,0.008444662,0.05235399,0.010352896,0.011560554,0.0012257709,0.0075222105,0.019240864,0.044561096,0.09189132,0.0036162583,0.005870091,0.0023723063,0.0026762804,0.00560288,0.02124066,0.15959221,0.03218647,0.0009386475,0.006870577,0.07440322
LIHC,0.02394133,0.07489976,0.020944504,0.07011487,0.032801084,0.03989551,0.059128385,0.06989023,0.01258064,0.01456892,0.012828826,0.009777937,0.06717184,0.06267665,0.06371264,0.017129492,0.030359337,0.013997698,0.013957715,0.047259897,0.06452654,0.11905552,0.018613707,0.0048414744,0.017290257,0.018035172
PCPG,0.041488037,0.003797444,0.0567736,0.033496916,0.0073963185,0.02933917,0.046777133,0.010843848,0.058453936,0.042064954,0.034360338,0.052293576,0.048887856,0.050085656,0.0427538,0.040129755,0.046112094,0.035326906,0.045425873,0.028719578,0.10089025,0.014050936,0.0514526,0.03628368,0.040991385,0.0018043027
OV,0.0050381506,0.04907711,0.05529669,0.0049846773,0.030257141,0.007885645,0.10897115,0.061418395,0.0063672876,0.0043194178,0.0056110723,0.055441376,0.056243263,0.030763635,0.06597509,0.2707127,0.07232806,0.0043305852,0.0071349484,0.03638178,0.022398049,0.021442875,0.003971278,0.0013553485,0.005154802,0.007139415
LUAD,0.0072208107,0.12481462,0.014540922,0.006534257,0.047561247,0.008270192,0.016219223,0.06371674,0.00248908,0.0006394406,0.0015408654,0.0064886003,0.02635668,0.19227737,0.13145448,0.0634234,0.102513656,0.00067066064,0.0014162306,0.0073824823,0.016899604,0.09349866,0.0027675056,0.0001859007,0.0025994244,0.058517918
BRCA,0.017077053,0.03993532,0.20552109,0.01509564,0.01943476,0.04589848,0.04983434,0.08678496,0.020689176,0.022173421,0.013446389,0.052054852,0.041517947,0.020000726,0.04924882,0.015429933,0.01044503,0.01355895,0.02133101,0.026456142,0.091271654,0.014306405,0.021946942,0.014225417,0.012978138,0.059337374
PRAD,0.032705896,0.01692516,0.08285838,0.008789906,0.02171286,0.031438883,0.06708282,0.007890713,0.07047994,0.05525731,0.055748824,0.061321784,0.037302896,0.04582964,0.0072835973,0.056333642,0.028231267,0.05394063,0.057497427,0.04047706,0.0070614773,0.012895408,0.03185251,0.06309866,0.04044508,0.0055382154
LUSC,0.13470224,0.06733034,0.007351,0.06120962,0.05384287,0.029175993,0.022259913,0.028712593,0.0057991985,0.007847614,0.0009010847,0.0038156258,0.046841264,0.09059817,0.15991268,0.014786392,0.03730097,0.0013161047,0.003763998,0.0058902423,0.051682644,0.065257326,0.010708598,0.00014296109,0.0037875304,0.08506297
COAD,0.0017531209,0.023409367,0.002051809,0.0012309733,0.8689531,0.0018626136,0.0031752943,0.012426066,0.0002530941,0.00025893748,0.00014753701,0.0034469627,0.008914918,0.006229203,0.015065137,0.012191112,0.0078089065,0.00021747073,0.00031652607,0.0057656635,0.0049429126,0.00939457,0.0006346822,0.00013296053,0.0006322259,0.008784937
SARC,0.029550612,0.050333347,0.030370127,0.020982087,0.086873464,0.017028404,0.011446426,0.2925997,0.010271075,0.008780291,0.009786238,0.01647993,0.01879175,0.012368484,0.062236067,0.0726269,0.126204,0.005032123,0.00678971,0.017512204,0.018240858,0.044629935,0.008762883,0.0033735882,0.005378771,0.013551021
LAML,0.014929036,0.005880805,0.43560502,0.0078012394,0.010945186,0.004520513,0.0109536415,0.0209126,0.0063620904,0.0077133165,0.36254266,0.01802907,0.0029482816,0.01043325,0.008296166,0.010635649,0.0064448672,0.009248792,0.0043107728,0.008588613,0.0059879497,0.0018753818,0.008554097,0.0033610903,0.008943237,0.0041766823
PCPG,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
LAML,0.04174963,0.06272261,0.049686942,0.016405778,0.020876696,0.010875942,0.05226868,0.052820496,0.05707024,0.059009597,0.03280438,0.035205875,0.037985872,0.020373913,0.012288198,0.05945882,0.048775624,0.047472887,0.05322875,0.04172497,0.039476003,0.0106558595,0.06187357,0.036073174,0.034897078,0.0042183725
BRCA,0.01883105,0.10000371,0.019378165,0.007423626,0.04880424,0.00721065,0.031192115,0.15151028,0.0022347048,0.001429761,0.001813968,0.017534016,0.033662386,0.22247681,0.12709968,0.021762028,0.058084052,0.0012747545,0.0023954588,0.014004262,0.01191119,0.060235023,0.001859968,0.00020229492,0.0022765715,0.035389263
KIRC,0.02637168,0.019334462,0.004439583,0.013461297,0.0316723,0.027670907,0.0063854414,0.010079873,0.1417189,0.4515584,0.013272362,0.009914196,0.013179814,0.011561408,0.03166089,0.009340568,0.016924819,0.0075246305,0.02164099,0.010826092,0.023872588,0.017980896,0.01644709,0.008012262,0.020210141,0.034938432
THCA,0.034536194,0.011693541,0.040898737,0.012814385,0.05509368,0.027649775,0.06888809,0.009031269,0.070109166,0.06307246,0.048369754,0.05560088,0.04816841,0.030960869,0.01422993,0.05747553,0.011419688,0.046690993,0.05852197,0.05311358,0.05926515,0.005657203,0.0429436,0.020680608,0.038237333,0.014877199
LUSC,0.003607305,0.2108748,0.010523035,0.0027542023,0.07229497,0.050038293,0.00048507165,0.15130442,0.00044439253,0.00016276183,0.0003063228,0.0018129736,0.06809924,0.014559708,0.06421604,0.0037093703,0.015079318,0.00049787783,0.00021685183,0.0069988393,0.003144852,0.26795012,0.001044609,2.8235012e-05,0.001348132,0.04849824
KIPAN,0.08333898,0.03195835,0.05577232,0.028127179,0.038805477,0.019606251,0.03702946,0.054393094,0.1065653,0.0283315,0.029219937,0.0340256,0.02887625,0.019649725,0.023918228,0.048354216,0.042192142,0.023357132,0.036284357,0.049112797,0.059108842,0.021044225,0.022682311,0.031057525,0.03406729,0.013121519
ACC,0.9999585,1.1683503e-05,8.291361e-07,2.373505e-06,2.4969759e-06,1.9710178e-06,2.4226077e-07,1.4056196e-06,1.047294e-06,5.542729e-07,7.158119e-07,8.0160396e-07,1.2305717e-06,1.0635298e-06,1.5192808e-06,1.062214e-06,2.0518264e-06,6.5283905e-07,4.0844856e-07,7.5839927e-07,1.949878e-06,2.4366598e-06,1.33154e-06,1.2098671e-07,1.0595168e-06,1.8628397e-06
BRCA,0.009622523,0.05153239,0.010777259,0.0049914755,0.058127485,0.012536995,0.0052246596,0.097432636,0.0047767665,0.000918414,0.0039032535,0.0075134,0.009042279,0.15062541,0.024504961,0.022913167,0.13073273,0.0014939458,0.0013590992,0.0074824523,0.16347595,0.014984906,0.0020737655,0.19510351,0.0016307611,0.007219753
HNSC,0.017752428,0.012730211,0.052294124,0.021101799,0.018056817,0.040580314,0.06219037,0.03130202,0.023874952,0.042289007,0.051944926,0.04593636,0.019461123,0.026604787,0.017815359,0.0495756,0.03243139,0.050327837,0.0572494,0.044251762,0.12847862,0.0046617617,0.030842675,0.057826336,0.037339944,0.023080155
KIPAN,0.0029938011,0.006073451,0.00051313284,0.004614414,0.000602515,0.006302632,0.0020849446,0.002308729,0.3212914,0.5990193,0.00088101486,0.0025392848,0.0031092567,0.0046517346,0.014673201,0.0032479556,0.0062184283,0.0021090747,0.0020069454,0.005784718,0.0009668238,0.00078391825,0.0037934787,0.00053819595,0.0019100968,0.0009816245
PAAD,0.008055497,0.054097053,0.038604956,0.0054674405,0.039455842,0.009216427,0.051138297,0.05426642,0.0065052537,0.005467829,0.0137332855,0.05302951,0.03397223,0.060886048,0.015483758,0.42732516,0.011426863,0.006271178,0.010536853,0.05126337,0.00501017,0.007885057,0.0045269285,0.0057559833,0.0073676654,0.013250928
LGG,0.0012183544,0.0011582632,0.0011867007,0.001399022,0.0011335759,0.0015699101,0.26291686,0.001056412,0.0012508461,0.0009271378,0.003394607,0.6822098,0.0019621404,0.0026343425,0.00092926226,0.0011482203,0.0015337399,0.0008981287,0.0031432102,0.0023197508,0.0032717148,0.007756392,0.0012261192,0.000634438,0.010237979,0.0028829926
BLCA,0.01591563,0.13568594,0.010583569,0.032886922,0.01678776,0.0157815,0.016712872,0.14261755,0.0026540158,0.0034983098,0.0007724429,0.003521123,0.023117313,0.15890062,0.15401351,0.010544029,0.06915866,0.010393239,0.003994169,0.009095351,0.11377633,0.018271418,0.008246118,0.0001747361,0.009149553,0.013747217
BRCA,0.020307804,0.010938689,0.7194582,0.0105633605,0.022948662,0.015891261,0.004119006,0.009277872,0.0035025175,0.004208221,0.0045782165,0.0068557914,0.012969027,0.01036592,0.009957691,0.008603265,0.028654316,0.008932279,0.007352119,0.008032675,0.0037002193,0.038772866,0.010034631,0.0026023907,0.014751638,0.002621295
LAML,0.006200908,0.006280504,0.0081018405,0.007073422,0.0071891844,0.010413034,0.015086583,0.016321637,0.02274316,0.019331437,0.5572404,0.011652779,0.0025802152,0.006675546,0.00680645,0.018547606,0.00465079,0.024147835,0.019237278,0.023566306,0.0829775,0.0013607189,0.022255609,0.020889143,0.076687306,0.0019827697
LGG,0.0526979,0.02547048,0.007217241,0.012707681,0.004607966,0.0058832923,0.08733301,0.004136822,0.0036125544,0.0031879814,0.0026884526,0.06529284,0.012867595,0.18798415,0.03427302,0.010757884,0.009002283,0.025268108,0.002767737,0.014826325,0.19364062,0.027882354,0.0037536456,0.1843421,0.0026209306,0.015177017
BRCA,0.012973018,0.054240607,0.05564705,0.008593064,0.010092189,0.011154607,0.058252893,0.037164543,0.008171638,0.0071980087,0.022036258,0.10454485,0.056670777,0.043634437,0.038409013,0.30892703,0.045200586,0.006524554,0.009696359,0.050964456,0.0055433246,0.011780351,0.0063710525,0.006827304,0.008845469,0.010536616
UCEC,0.006731299,0.005305439,0.013027198,0.034235056,0.0030046164,0.007840601,0.070740096,0.004805883,0.03356921,0.022505524,0.0045427084,0.0056006736,0.018358324,0.0058850795,0.003299265,0.016663056,0.00733839,0.007175767,0.022629581,0.030964486,0.0042890324,0.011438467,0.010313513,0.0064530494,0.008999905,0.6342837
BRCA,0.00966558,0.026159957,0.017950937,0.0047088866,0.019715482,0.0050360598,0.07577222,0.037595943,0.0089774635,0.005901927,0.0058430186,0.1213422,0.041265484,0.020644458,0.12091181,0.22250086,0.033883072,0.0046844976,0.0061070556,0.047996964,0.07823889,0.0497469,0.0056343055,0.0077337874,0.005100093,0.016882235
UCEC,0.022106942,0.15197393,0.0056535746,0.018117873,0.124281965,0.02082723,7.385678e-05,0.01451718,0.00088642817,0.00010146761,1.5819938e-06,1.7352391e-05,0.059094876,0.011002206,0.047154777,0.0002549677,0.0015820687,8.522363e-06,1.997929e-06,0.0020703706,0.28276464,0.113217495,0.0012255957,2.0003836e-07,0.0001296943,0.12293312
OV,0.008394408,0.04719529,0.043735113,0.0063067297,0.052541763,0.0099740075,0.06495703,0.07722105,0.005110834,0.0017475659,0.005579232,0.08081562,0.041832026,0.06005178,0.084189765,0.1582726,0.08555153,0.002186206,0.0037429042,0.028119193,0.03601871,0.06375029,0.004695436,0.0007237779,0.0046404647,0.0226467
THCA,0.0038550952,0.0056899623,0.0064777383,0.0029881916,0.0034179175,0.0063133505,0.0043201665,0.004033391,0.0039105997,0.005054911,0.006240155,0.007555771,0.0072658393,0.0021093297,0.0013424873,0.0049054218,0.0030170756,0.0047046887,0.008512155,0.0058332514,0.014120798,0.0011473834,0.005586282,0.87548524,0.0050000884,0.0011127134
KIPAN,0.019469393,0.04409087,0.02308499,0.031688537,0.017445652,0.021386513,0.013986047,0.026117768,0.19692919,0.19005376,0.020065935,0.022053538,0.06332203,0.027095094,0.024718963,0.01864447,0.031147875,0.037485797,0.03759778,0.022161305,0.010321278,0.01965573,0.027567327,0.013181234,0.021545094,0.01918386
OV,0.015116146,0.14137432,0.048118144,0.0051168823,0.069062725,0.06638651,0.0040132077,0.13886487,0.0026399996,0.0009829971,0.00050189154,0.0024788538,0.024371902,0.07666793,0.06398076,0.07850182,0.09356063,0.00076543476,0.0005536603,0.01948568,0.014135315,0.12565653,0.002758027,0.00025126737,0.001046631,0.0036078487
GBMLGG,0.020401804,0.060309663,0.06339486,0.07620842,0.019698104,0.011535699,0.059749298,0.055423476,0.014221532,0.014723227,0.0054717762,0.014111159,0.067227304,0.13642578,0.10065894,0.015214247,0.03178332,0.006886321,0.013630398,0.030558936,0.045370147,0.020976536,0.038439587,0.0042577796,0.012069341,0.0612524
KIPAN,0.00927534,0.048705216,0.06927786,0.07130061,0.012337739,0.014096108,0.09662669,0.007566982,0.052713655,0.046787657,0.0027451247,0.0029401109,0.08088511,0.006869326,0.027668398,0.004098049,0.008417735,0.0036087083,0.04088612,0.05883391,0.021536281,0.03590094,0.008858224,0.005277421,0.010786448,0.2520003
GBMLGG,0.035613526,0.026165571,0.05348913,0.04367744,0.02302312,0.03340087,0.03812278,0.041743167,0.044798877,0.05568196,0.03280421,0.020596532,0.035091367,0.11917256,0.03232587,0.044863224,0.037426714,0.035324167,0.032341644,0.048555877,0.033262517,0.02356106,0.039065357,0.021837924,0.0424091,0.005645388
GBMLGG,0.047997918,0.040902127,0.080012895,0.04498776,0.016630577,0.03287336,0.029611219,0.028820029,0.027614783,0.039040733,0.02034242,0.049860924,0.051569905,0.050847318,0.03674141,0.024190594,0.049400732,0.03561502,0.03295861,0.056783807,0.0166309,0.122616574,0.021623554,0.014363602,0.015059093,0.01290416
STES,0.014063763,0.040526308,0.033418775,0.004562823,0.049787287,0.012621608,0.020084657,0.07004938,0.0030808796,0.0014563513,0.0039002518,0.02727438,0.11959863,0.10852619,0.10762794,0.14719643,0.07606225,0.0028656009,0.0028402403,0.017413827,0.050112847,0.0539358,0.00475489,0.00048783078,0.0035289451,0.024222137
PAAD,0.006542889,0.16750374,0.024980905,0.00417352,0.056293808,0.010556154,0.05838539,0.059287984,0.0028756668,0.0029529491,0.001997192,0.029412523,0.04296117,0.05176843,0.08947991,0.18923584,0.0843904,0.0010739763,0.00399724,0.019785164,0.0048102224,0.055835623,0.0034732977,0.00044347878,0.002095671,0.025686849
OV,0.0116265835,0.063247986,0.024662588,0.007076789,0.040955245,0.007966017,0.077322505,0.10108219,0.005279264,0.004468795,0.0056439415,0.09989425,0.041799627,0.07762473,0.079011194,0.13181627,0.10788296,0.004261861,0.0047850013,0.043669775,0.0023344222,0.027745042,0.0054367576,0.0021651103,0.005940535,0.016300593
BRCA,0.03196766,0.06747507,0.030701844,0.06507269,0.015583856,0.0413693,0.031060075,0.06883828,0.028312929,0.021797024,0.0164397,0.015337753,0.061235197,0.02104951,0.05689698,0.050997894,0.029163191,0.033763185,0.02674857,0.0631703,0.025731368,0.03054696,0.02952595,0.01618561,0.1028717,0.01815738
THCA,0.013182191,0.0764198,0.031411774,0.03389408,0.005469866,0.027960733,0.047546234,0.037468556,0.05869457,0.046922587,0.060177144,0.06449797,0.013429137,0.044047873,0.013947539,0.061682034,0.0062652966,0.045746308,0.07004768,0.0718888,0.007365349,0.008671688,0.06959585,0.034467768,0.045557395,0.0036417556
BRCA,0.013291314,0.03321229,0.2629103,0.04980271,0.011771129,0.019052565,0.064711034,0.07303673,0.015383789,0.011912497,0.019440124,0.07482214,0.03204874,0.036737878,0.035701536,0.017313376,0.036083493,0.012809675,0.017490571,0.01709539,0.043453936,0.007256227,0.027036663,0.013337738,0.01455658,0.039731525
BRCA,0.023733057,0.0070097772,0.05820149,0.011297514,0.0052385195,0.0093457,0.07947737,0.043951362,0.060614385,0.031021593,0.060938943,0.041301575,0.08176851,0.010169963,0.023060264,0.06445936,0.05497414,0.06286779,0.055665515,0.029520568,0.014582861,0.003839594,0.049090087,0.051947646,0.0638861,0.0020363063
KIPAN,0.05198429,0.041428227,0.049296558,0.052396856,0.03937595,0.03411586,0.014452764,0.06248254,0.033922516,0.025879672,0.019018218,0.01961759,0.0694859,0.07178094,0.045242522,0.04501142,0.038474474,0.026189344,0.044128302,0.04011748,0.05466932,0.024877762,0.029341953,0.011497264,0.043813467,0.011398785
KIPAN,0.03812653,0.017690137,0.04953936,0.039664652,0.06716117,0.027267415,0.036016215,0.048902623,0.028144943,0.031001171,0.029168032,0.026983963,0.061039414,0.06660998,0.069483384,0.031769276,0.03771077,0.035261497,0.037913203,0.040523868,0.03239092,0.035004944,0.030025424,0.026666583,0.043613218,0.012321332
KIRC,0.08684007,0.03908464,0.06327346,0.045697767,0.065962665,0.03392863,0.032412637,0.0312764,0.045002673,0.024829024,0.015745552,0.027452562,0.037140213,0.058671284,0.05531035,0.030045217,0.061726943,0.012064583,0.014092577,0.020549586,0.04334018,0.046563365,0.027153622,0.008048066,0.021071637,0.052716322
BRCA,0.0008466733,0.0020251067,0.9801326,0.00086601253,0.0026146166,0.00044221827,0.00079202506,0.0022529184,0.00020513652,0.00023979893,0.00030308653,0.0007062629,0.0007894818,0.00033841023,0.0010131078,0.00045619687,0.00021206506,0.00013552737,0.00022643075,0.00033122595,0.0005277826,0.000785355,0.00033012236,0.00013586979,0.00055020396,0.0027417531
LAML,0.00015960335,0.00017760659,0.00017482036,0.00021663557,0.00021141447,0.00021646476,0.00018531429,0.00021180173,0.00018311218,0.0001914663,0.99501896,0.00020938068,0.00021845441,0.00022083647,0.00022248385,0.0002022264,0.00019039492,0.00021112354,0.0001987825,0.00021711561,0.00019648798,0.00018902625,0.00019426385,0.00019205206,0.00017270111,0.00021741398
ACC,0.98226535,0.004112825,0.00036583393,0.0005380691,0.0011489141,0.00038557034,0.0002803355,0.0006125727,0.0013809022,0.0003689262,7.5809825e-05,0.000362295,0.00069524324,0.00055009255,0.0009709447,0.00019017082,0.00072674983,0.000107332016,0.00010427997,0.0004435463,0.0016815254,0.0009263449,0.0004448048,5.637421e-05,0.00033158885,0.00087364943
LUAD,0.033127427,0.02105529,0.07563445,0.015258784,0.07737072,0.06497029,0.029740436,0.011312882,0.046956327,0.033926014,0.02733115,0.0413492,0.020521887,0.062489778,0.029253343,0.06876062,0.023511976,0.03573797,0.043056313,0.07588042,0.017587598,0.054847587,0.019637039,0.03829949,0.022332687,0.010050313
TGCT,0.02764743,0.017008742,0.045456327,0.04798122,0.05338691,0.023773298,0.038298726,0.034409218,0.025741264,0.021796577,0.02886109,0.029537087,0.044184044,0.022429658,0.020233933,0.052941278,0.023248516,0.04505975,0.03122861,0.03941748,0.048978895,0.0109761655,0.18157086,0.018016998,0.049881954,0.017933933
KIRC,0.02224999,0.039237197,0.004256729,0.015401869,0.008886846,0.016448695,0.0061880844,0.011672422,0.23172113,0.30376884,0.0042789825,0.011133746,0.015694346,0.023604624,0.011639087,0.0048383498,0.016227871,0.0042871498,0.009937264,0.020572746,0.07316854,0.10585309,0.016770726,0.0023806076,0.005980374,0.013800618
KIPAN,0.023063416,0.049308755,0.038570423,0.034972366,0.0231668,0.033364683,0.032091882,0.053989224,0.06818554,0.094891585,0.024100011,0.03736239,0.067652434,0.030956425,0.042104147,0.07676787,0.022722293,0.023449644,0.043923855,0.0313592,0.028283926,0.021448234,0.038371924,0.03204557,0.021005783,0.0068416265
BRCA,0.015477566,0.10971244,0.021044953,0.007617068,0.065086715,0.011637388,0.016289208,0.1640702,0.002482289,0.0013725037,0.0013535245,0.005746504,0.055737935,0.11616204,0.08872689,0.046959396,0.036835,0.00043792278,0.0009630283,0.01196543,0.018410256,0.18211842,0.0021922593,6.552665e-05,0.0011303029,0.016405212
CESC,0.04029161,0.020636534,0.047053736,0.068829514,0.055202536,0.023196165,0.034373347,0.059410907,0.046118256,0.036190297,0.011749456,0.014536078,0.059662975,0.045460477,0.03330323,0.03917121,0.071078375,0.021191496,0.04553264,0.0336713,0.031520613,0.025997141,0.036528587,0.01796426,0.035753485,0.04557587
PCPG,0.017572317,0.01958384,0.025927812,0.072342016,0.00409485,0.009592357,0.08012333,0.031886127,0.0802686,0.07580645,0.07254864,0.07209337,0.02515778,0.02837519,0.0047663315,0.06975675,0.0051462846,0.0716139,0.034196395,0.04592907,0.0045344103,0.0034203883,0.044323824,0.06587888,0.027980827,0.0070803137
OV,0.009775448,0.037026145,0.03658093,0.0021955175,0.020031014,0.0032341506,0.0127768675,0.1602553,0.004516625,0.014370197,0.012982035,0.040307585,0.021986142,0.03379405,0.0661628,0.19721864,0.1945207,0.008391313,0.0152130835,0.039155338,0.034846675,0.008645877,0.008278139,0.0070906715,0.0073063234,0.0033384657
KIPAN,0.027079202,0.03524068,0.020594612,0.03959609,0.013422479,0.019032598,0.29082894,0.026899965,0.030803502,0.02034616,0.023224343,0.031565,0.05676017,0.020923488,0.011412447,0.05242875,0.029997922,0.01792186,0.025255997,0.04312118,0.06450151,0.020052733,0.03492723,0.019166628,0.017587358,0.0073091476
LGG,0.001927021,0.00361471,0.0011335472,0.0019048728,0.0015649389,0.0018527871,0.24104904,0.004417783,0.000529282,0.00028076183,0.0010115715,0.6722992,0.0066559683,0.009215604,0.011322821,0.0062259124,0.0024851111,0.0001897433,0.00033472123,0.015114601,0.0014396594,0.0017985009,0.0003506211,7.483691e-05,0.00036185488,0.012844531
KIPAN,0.020197589,0.007371519,0.07575176,0.012983306,0.011311797,0.024434824,0.069140464,0.058557406,0.040769964,0.02964313,0.025015997,0.052955933,0.052396838,0.012938444,0.02801454,0.075979486,0.02280236,0.08617986,0.062800236,0.096932404,0.016621957,0.01607979,0.02829847,0.034833614,0.023050986,0.014937304
LIHC,0.07005361,0.04575617,0.009505651,0.041153643,0.04173861,0.022982018,0.001679271,0.06624241,0.0022902437,0.0024795544,0.0008946132,0.0013888977,0.08850721,0.10854778,0.09866813,0.0030427817,0.02401038,0.000839899,0.0024385285,0.004664129,0.20877641,0.076383114,0.0022456166,9.21843e-05,0.0035076102,0.07211147
THCA,0.08776285,0.0019904068,0.018270418,0.06938706,0.002037953,0.07357151,0.03867167,0.054743093,0.08028307,0.043687753,0.06868167,0.053730085,0.0052495627,0.008446011,0.0012691396,0.027626086,0.0027470835,0.07199409,0.049732093,0.018113198,0.004247093,0.0009789253,0.07939138,0.045564014,0.08340778,0.00841601
CESC,0.044346023,0.059878662,0.0593891,0.08144177,0.041346435,0.028600425,0.03152747,0.069149576,0.012115962,0.025965767,0.009266682,0.010893379,0.024406334,0.06308276,0.047481652,0.013522243,0.033638258,0.017051024,0.009439951,0.021451013,0.047856346,0.04028702,0.03170482,0.00207097,0.022553738,0.1515326
BLCA,0.01095465,0.14763236,0.0058553293,0.0035053736,0.038730938,0.02188129,0.0011677165,0.30439565,0.0012216294,0.0003531349,0.00020360103,0.001397991,0.019236382,0.016736252,0.14715639,0.0051996773,0.017636925,0.00012358664,0.0002273091,0.0027488603,0.0015745204,0.24872912,0.0003013761,2.4297597e-05,0.00016946474,0.0028361618
KIRC,0.007184099,0.014185636,0.011678394,0.012319286,0.0076131197,0.0075221285,0.01064116,0.008623789,0.21432203,0.51086146,0.0054816785,0.009100022,0.01630683,0.012253747,0.033253554,0.013006465,0.007222131,0.009396655,0.006568073,0.01097606,0.018195905,0.0031778696,0.02519174,0.0059922356,0.007841097,0.011084875
PRAD,0.021995293,0.01615747,0.027504876,0.07951759,0.0061642434,0.052317467,0.03402235,0.030704912,0.024395244,0.029288096,0.021614503,0.029124284,0.017716844,0.022548834,0.022773417,0.025034567,0.018286882,0.021557096,0.33145684,0.026099818,0.021549186,0.0061499677,0.025000878,0.0197971,0.020425819,0.0487964
THCA,0.049250595,0.00867586,0.04410639,0.01428532,0.053302627,0.034073208,0.035244435,0.037505884,0.10991052,0.05299368,0.03779198,0.037128855,0.053287826,0.02199468,0.0132124005,0.06642249,0.05985293,0.038103018,0.06297741,0.04356919,0.012804869,0.005517829,0.0386883,0.027884526,0.036797836,0.0046173884
